%TIME (h)	SPD(m/s)	TEMP(F)	DEWP(F)	SLP(mb)
2101	3	70	61	1023.7
2102	3	70	61	1023.7
2103	0	72	61	1023.8
2104	3	72	64	1024
2105	7	70	64	1023.9
2106	6	72	64	1024
2107	8	73	64	1024.1
2108	7	77	64	1023.7
2109	7	77	64	1023.7
2110	10	75	63	1023.3
2111	11	75	64	1022.8
2112	9	73	64	1022.7
2113	9	75	61	1022.2
2114	8	73	64	1022.3
2115	9	73	64	1022.3
2116	9	73	65	1022.3
2117	8	72	66	1022.6
2118	7	70	66	1022.9
2119	7	68	66	1022.6
2120	6	66	66	1022.3
2121	3	64	64	1022.1
2122	7	66	66	1021.7
2123	7	66	66	1021.7
2124	5	66	64	1021.4
2125	5	64	64	1021
2126	3	64	64	1020.5
2127	3	63	63	1020.7
2128	0	64	64	1020.9
2129	3	66	66	1021.1
2130	3	66	66	1021.1
2131	5	70	66	1021.3
2132	7	72	66	1020.6
2133	7	73	68	1020.6
2134	9	75	68	1020.2
2135	9	75	68	1020
2136	13	73	66	1019.2
2137	13	73	66	1018.7
2138	15	72	66	1018.2
2139	18	72	63	1018.1
2140	16	70	63	1017.8
2141	13	70	63	1017.7
2142	11	66	63	1017.6
2143	11	67	62	1017.6
2144	8	64	63	1017.9
2145	7	64	64	1018
2146	8	64	63	1017.8
2147	8	66	64	1017.8
2148	6	64	64	1017.4
2149	5	63	63	1016.8
2150	5	63	63	1016.8
2151	5	63	63	1016.7
2152	8	63	63	1016.3
2153	11	63	63	1016.3
2154	11	63	63	1016.6
2155	6	64	63	1016.3
2156	9	70	66	1016
2157	9	70	66	1016
2158	10	72	66	1015.6
2159	11	72	66	1014.9
2160	17	77	66	1013.7
2161	15	73	66	1013.9
2162	15	72	70	1013.8
2163	15	72	70	1013.8
2164	15	73	72	1013.4
2165	19	73	72	1013.4
2166	13	73	72	1013.2
2167	13	73	72	1012.8
2168	11	73	72	1012.7
2169	9	73	73	1012.8
2170	9	73	73	1012.6
2171	9	74	73	1012.6
2172	6	72	72	1012.9
2173	5	72	72	1013.8
2174	6	73	73	1013.5
2175	7	73	73	1013.4
2176	7	73	70	1013.7
2177	10	72	68	1013.7
2178	10	72	68	1013.7
2179	10	72	66	1013.8
2180	13	70	63	1014.1
2181	11	66	61	1014
2182	8	66	61	1014.3
2183	10	66	61	1014.4
2184	7	72	63	1014.8
2185	7	71	62	1014.8
2186	7	73	64	1015
2187	5	75	64	1014.8
2188	9	77	64	1014.8
2189	10	77	63	1015.1
2190	6	81	68	1014.4
2191	6	81	68	1014.4
2192	8	79	70	1014
2193	9	75	68	1013.9
2194	9	79	66	1013.9
2195	10	75	66	1013.8
2196	8	75	66	1013.8
2197	5	73	66	1014.2
2198	5	74	67	1014.2
2199	0	75	64	1014.5
2200	8	79	61	1014.6
2201	9	75	63	1014.7
2202	9	75	63	1014.9
2203	7	73	63	1014.8
2204	7	73	63	1014.8
2205	7	73	62	1014.8
2206	8	70	63	1014.8
2207	7	70	63	1014.6
2208	8	68	63	1014.5
2209	5	66	63	1014.7
2210	10	72	63	1015
2211	8	75	63	1015
2212	8	75	62	1015
2213	8	79	63	1014.8
2214	10	79	63	1014.7
2215	10	79	63	1014.5
2216	8	79	64	1014.3
2217	9	81	68	1013.7
2218	22	70	66	1014.4
2219	22	70	67	1014.4
2220	10	70	70	1014.2
2221	9	72	70	1013.9
2222	8	72	70	1013.3
2223	22	70	70	1013.3
2224	9	72	70	1013.1
2225	11	72	70	1013.3
2226	11	72	70	1013.3
2227	11	72	69	1013.3
2228	9	72	70	1013.5
2229	8	72	70	1013.8
2230	7	70	70	1013.9
2231	8	72	70	1013.7
2232	11	70	70	1013.3
2233	8	68	68	1012.8
2234	8	68	68	1012.8
2235	8	68	68	1013
2236	8	68	68	1013.1
2237	8	68	66	1012.7
2238	6	68	68	1012.8
2239	6	66	66	1013.2
2240	5	70	68	1013.5
2241	5	69	68	1013.5
2242	6	70	68	1013.8
2243	3	70	68	1014.3
2244	6	73	70	1014.3
2245	8	73	70	1014.1
2246	8	73	68	1014
2247	10	75	66	1013.6
2248	10	75	66	1013.6
2249	11	72	66	1013.6
2250	9	72	64	1013.6
2251	9	72	66	1013.5
2252	10	70	66	1013.5
2253	8	70	68	1013.6
2254	8	68	66	1013.8
2255	8	68	67	1013.8
2256	6	66	66	1014.3
2257	6	66	66	1014.7
2258	0	64	64	1014.8
2259	3	64	64	1014.7
2260	7	66	66	1014.5
2261	9	66	64	1014.6
2262	9	67	64	1014.6
2263	7	66	61	1014.6
2264	8	64	61	1014.7
2265	3	64	57	1014.8
2266	5	64	57	1015.1
2267	7	68	59	1015.3
2268	9	72	59	1015.5
2269	9	71	59	1015.5
2270	5	75	57	1015.6
2271	11	79	55	1015.7
2272	5	79	54	1015.8
2273	8	81	55	1015.5
2274	9	81	54	1015.2
2275	9	82	52	1014.6
2276	9	83	52	1014.6
2277	11	84	54	1014.4
2278	11	84	54	1014.2
2279	7	84	54	1014.3
2280	11	82	54	1014.4
2281	13	81	54	1014.6
2282	10	79	54	1014.7
2283	10	79	54	1014.7
2284	9	75	57	1014.8
2285	11	73	63	1015.5
2286	10	73	61	1015.2
2287	11	72	61	1014.9
2288	9	73	61	1014.8
2289	7	69	60	1014.7
2290	7	70	61	1014.7
2291	7	69	60	1014.7
2292	8	70	61	1014.4
2293	7	66	63	1014.2
2294	8	66	64	1013.9
2295	9	66	66	1014.1
2296	11	70	66	1013.9
2297	10	72	68	1014
2298	10	72	68	1014
2299	13	75	66	1013.7
2300	13	77	66	1013.5
2301	18	79	64	1013.6
2302	17	81	64	1013.3
2303	19	81	64	1012.9
2304	18	82	66	1012.3
2305	18	83	66	1012.3
2306	17	82	64	1012
2307	16	81	64	1011.6
2308	18	79	66	1011
2309	19	77	70	1010.8
2310	16	75	72	1010.7
2311	14	75	72	1010.8
2312	14	75	72	1010.8
2313	15	75	72	1010.1
2314	16	75	72	1010.6
2315	15	73	72	1010.8
2316	17	73	72	1010.6
2317	21	73	70	1009.7
2318	22	73	72	1007.9
2319	22	73	71	1007.9
2320	16	73	72	1008.1
2321	17	73	72	1007.9
2322	17	73	72	1007.5
2323	13	73	72	1008.3
2324	14	75	72	1008.2
2325	19	75	73	1008.8
2326	19	76	73	1008.8
2327	13	79	73	1009.3
2328	8	75	75	1008.5
2329	15	79	77	1008.6
2330	13	81	75	1008.8
2331	17	82	77	1008.3
2332	16	84	75	1007.8
2333	16	84	76	1007.8
2334	7	81	75	1008.3
2335	7	84	77	1008.3
2336	15	81	75	1008.6
2337	11	79	75	1009
2338	10	75	75	1009.1
2339	9	75	75	1009.6
2340	9	76	76	1009.6
2341	6	75	75	1009.5
2342	6	75	75	1009.6
2343	8	73	73	1009.3
2344	7	73	73	1009.5
2345	10	75	75	1008.8
2346	16	75	75	1009.6
2347	16	75	75	1009.6
2348	9	72	72	1009.4
2349	8	72	72	1009.3
2350	7	73	73	1009.2
2351	7	72	72	1009.8
2352	8	72	72	1009.6
2353	8	73	73	1010
2354	8	74	74	1010
2355	9	73	73	1010
2356	8	75	73	1010.5
2357	8	75	73	1010.5
2358	11	79	75	1010.7
2359	14	81	73	1010.8
2360	13	79	72	1011
2361	13	79	72	1011
2362	17	81	73	1010.9
2363	16	81	72	1010.8
2364	11	81	72	1011.1
2365	14	81	72	1011.5
2366	14	77	73	1012
2367	14	77	73	1012
2368	16	75	72	1012.9
2369	8	73	72	1013.4
2370	10	73	72	1013.8
2371	10	73	72	1014.1
2372	14	73	72	1014.3
2373	11	73	72	1014.3
2374	11	73	71	1014.3
2375	7	73	72	1014.1
2376	6	72	72	1013.5
2377	9	70	70	1013.3
2378	9	72	72	1013.9
2379	10	72	72	1014.4
2380	6	72	72	1014.8
2381	6	72	72	1014.8
2382	8	72	72	1015
2383	10	72	72	1015
2384	10	75	75	1014.8
2385	15	75	73	1014.6
2386	16	79	73	1014.5
2387	21	79	73	1014.1
2388	21	79	73	1014.1
2389	17	81	72	1013.9
2390	18	82	72	1014
2391	19	81	72	1014.4
2392	16	81	70	1014.3
2393	18	79	70	1014.8
2394	14	75	70	1015.2
2395	14	76	69	1015.2
2396	15	73	70	1016.1
2397	13	73	70	1016.9
2398	10	72	70	1017.1
2399	10	72	70	1017.3
2400	10	72	70	1017.3
2401	11	72	70	1017.4
2402	11	71	70	1017.4
2403	11	72	70	1017.5
2404	13	72	68	1017.7
2405	13	70	68	1018
2406	9	70	66	1018.6
2407	10	72	66	1019.4
2408	13	72	64	1019.9
2409	13	71	65	1019.9
2410	11	73	64	1020.4
2411	9	73	63	1020.6
2412	11	81	63	1020.7
2413	8	82	64	1020.7
2414	14	82	64	1020.9
2415	14	83	64	1020.9
2416	11	84	63	1020.8
2417	9	84	63	1020.4
2418	11	84	63	1020.4
2419	15	84	63	1020.5
2420	13	82	64	1020.6
2421	13	81	63	1021.2
2422	13	81	63	1021.2
2423	9	81	63	1021.7
2424	9	77	63	1022.3
2425	10	75	66	1022.5
2426	13	73	64	1022.7
2427	7	73	64	1022.7
2428	7	70	64	1022.7
2429	7	70	65	1022.7
2430	8	70	64	1022.7
2431	6	68	64	1023.3
2432	6	68	64	1023.4
2433	6	72	64	1023.3
2434	10	75	64	1023.2
2435	10	75	64	1023.2
2436	13	81	63	1022.7
2437	9	82	63	1022.3
2438	16	84	63	1022
2439	16	86	63	1021.4
2440	15	88	63	1020.5
2441	14	88	64	1019.7
2442	14	87	64	1019.7
2443	15	88	61	1019.2
2444	14	88	63	1019
2445	18	86	64	1018.2
2446	17	84	63	1018.1
2447	14	84	63	1017.7
2448	11	81	63	1017.1
2449	11	81	63	1017.1
2450	11	79	64	1016.9
2451	16	77	66	1016.6
2452	14	75	66	1016.7
2453	11	73	66	1016.1
2454	13	75	66	1015.7
2455	11	75	66	1015.3
2456	11	75	66	1015.3
2457	11	73	64	1014.6
2458	10	73	64	1014.3
2459	10	73	64	1013.7
2460	10	73	64	1013.5
2461	15	73	64	1012.8
2462	13	75	64	1012.4
2463	13	75	65	1012.4
2464	14	75	66	1011.7
2465	15	79	66	1010.6
2466	16	81	68	1010
2467	19	84	70	1008.5
2468	21	86	68	1007.7
2469	16	88	70	1006.8
2470	16	87	69	1006.8
2471	19	88	70	1006
2472	23	90	70	1005.1
2473	22	86	70	1005.2
2474	18	84	72	1004.5
2475	15	84	72	1004.6
2476	13	82	72	1004.9
2477	13	83	71	1004.9
2478	15	82	72	1004.8
2479	9	81	72	1004.5
2480	13	82	72	1004.6
2481	11	81	72	1004.9
2482	13	81	72	1004.8
2483	11	79	66	1005
2484	11	79	66	1005
2485	13	75	61	1005.5
2486	10	73	59	1005.6
2487	14	72	59	1006.6
2488	10	72	59	1007.4
2489	9	72	59	1008.3
2490	11	73	57	1008.7
2491	11	73	57	1008.7
2492	11	75	61	1008.8
2493	13	77	61	1008.4
2494	16	79	57	1008.6
2495	15	81	57	1008.2
2496	14	81	57	1007.9
2497	17	82	55	1007.7
2498	17	83	55	1007.7
2499	8	82	57	1007.8
2500	13	82	55	1008
2501	15	82	54	1008.1
2502	11	82	54	1008.4
2503	13	79	55	1009
2504	9	79	55	1009.7
2505	9	78	55	1009.7
2506	10	77	55	1010.1
2507	8	75	54	1010.8
2508	9	75	55	1011.3
2509	8	73	57	1011.1
2510	7	73	55	1011.7
2511	6	72	55	1011.7
2512	6	72	56	1011.7
2513	6	66	57	1011.8
2514	3	66	59	1011.7
2515	0	68	61	1011.9
2516	6	68	61	1012.5
2517	7	66	59	1012.9
2518	8	70	57	1013.6
2519	8	69	58	1013.6
2520	7	72	57	1014.1
2521	7	72	61	1014.1
2522	9	75	61	1014.3
2523	10	75	61	1014.1
2524	13	75	63	1014
2525	11	77	59	1014
2526	11	77	59	1014
2527	14	75	61	1014.2
2528	14	75	57	1014.5
2529	14	75	61	1014.4
2530	13	75	61	1014.7
2531	9	72	63	1014.9
2532	8	70	63	1015.5
2533	8	70	63	1015.5
2534	10	72	63	1016.2
2535	9	70	64	1017
2536	6	68	64	1017.6
2537	6	66	64	1018.3
2538	8	68	64	1018.4
2539	7	66	63	1018.5
2540	7	67	63	1018.5
2541	9	66	63	1018.7
2542	9	64	63	1018.9
2543	10	64	63	1019.6
2544	9	64	63	1020
2545	6	66	63	1020.4
2546	5	70	63	1021.1
2547	5	70	63	1021.1
2548	7	73	64	1021.4
2549	6	75	64	1021.7
2550	9	75	64	1021.8
2551	9	79	64	1021.6
2552	13	75	66	1021.7
2553	13	77	64	1021.3
2554	13	77	65	1021.3
2555	10	81	66	1021.3
2556	9	79	66	1021.5
2557	15	81	70	1021.6
2558	13	79	66	1021.6
2559	13	75	66	1021.9
2560	10	73	64	1022.3
2561	10	73	65	1022.3
2562	9	72	63	1022.9
2563	7	70	63	1023.5
2564	6	66	63	1023.6
2565	7	66	63	1023.6
2566	9	66	63	1023.7
2567	0	64	63	1023.4
2568	0	64	62	1023.4
2569	3	63	63	1023.6
2570	3	63	63	1023.6
2571	0	63	61	1023.7
2572	0	63	61	1023.9
2573	3	64	61	1024
2574	6	64	63	1024.4
2575	6	65	62	1024.4
2576	3	70	61	1024.5
2577	7	70	61	1024.8
2578	9	70	59	1024.9
2579	13	72	63	1024.8
2580	11	72	63	1024.6
2581	14	72	63	1024.2
2582	14	72	62	1024.2
2583	11	72	63	1024.1
2584	14	72	63	1024.1
2585	14	72	63	1023.6
2586	13	72	64	1023.8
2587	14	72	64	1023.8
2588	10	70	64	1023.6
2589	11	68	63	1023.6
2590	8	64	63	1023.7
2591	8	65	62	1023.7
2592	3	64	63	1023.9
2593	5	64	63	1023.8
2594	9	63	61	1023.5
2595	6	63	61	1023.5
2596	5	63	61	1023.2
2597	5	63	61	1023.1
2598	5	62	61	1023.1
2599	3	63	61	1022.9
2600	8	63	63	1022.3
2601	9	63	63	1021.7
2602	9	63	63	1021.8
2603	13	64	63	1021.7
2604	11	64	63	1021.4
2605	11	64	63	1021.4
2606	14	63	63	1020.7
2607	6	63	63	1021.1
2608	8	63	63	1020.8
2609	9	63	63	1020.8
2610	7	63	63	1020.5
2611	9	63	63	1020.1
2612	9	66	66	1020.1
2613	7	66	66	1020
2614	9	66	66	1019.6
2615	9	64	64	1019.3
2616	6	64	64	1019.4
2617	6	64	64	1019
2618	0	64	64	1018.9
